,,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_other,Marital_divorced,Marital_married,Marital_single,Education_0,Communication_other,Outcome_NoPrev,Outcome_other
train,1668,0,0,0,20,1,-1,0,11.95,14,4,5,20,3,1,0,1,0,1,1,1,0
train,1669,0,0,0,18,4,-1,0,11.616666666666667,16,3,8,33,3,1,0,1,0,1,1,1,0
train,1670,0,0,0,2,2,203,1,2.2666666666666666,17,2,3,9,1,1,0,1,0,1,1,0,1
train,1671,0,0,1,2,1,-1,0,3.316666666666667,9,5,7,26,1,1,0,1,0,1,1,1,0
train,1672,0,1,0,9,1,-1,0,3.65,16,0,5,19,2,1,1,0,0,1,1,1,0
train,1673,0,1,0,24,1,-1,0,2.6666666666666665,15,6,4,16,4,1,0,1,0,1,1,1,0
train,1674,0,1,0,23,2,-1,0,3.35,12,0,5,21,4,1,0,1,0,1,1,1,0
train,1675,0,1,0,2,4,-1,0,1.1333333333333333,15,3,6,22,1,1,0,1,0,1,1,1,0
train,1676,0,0,0,30,1,-1,0,8.616666666666667,9,2,3,13,5,1,0,0,1,1,1,1,0
train,1677,0,1,0,5,2,-1,0,5.616666666666666,12,6,6,22,1,1,0,1,0,1,1,1,0
train,1678,0,0,0,30,1,183,2,4.866666666666666,15,5,7,30,5,1,0,1,0,1,1,0,1
train,1679,0,1,0,17,1,-1,0,3.566666666666667,17,3,11,46,3,1,0,1,0,1,1,1,0
train,1680,0,0,0,7,2,-1,0,13.283333333333333,10,6,8,31,1,1,0,1,0,1,1,1,0
train,1681,0,1,0,18,1,123,1,2.0166666666666666,14,4,11,46,3,1,0,1,0,1,1,0,1
train,1682,0,1,0,3,1,-1,0,1.4,17,2,2,5,1,1,0,0,1,1,1,1,0
train,1683,0,1,1,14,2,-1,0,1.0333333333333334,12,5,5,19,2,1,0,1,0,1,1,1,0
train,1684,0,0,0,22,1,-1,0,3.5833333333333335,17,0,8,34,4,1,0,0,1,1,1,1,0
train,1685,0,0,0,22,2,-1,0,9.233333333333333,13,6,5,20,3,1,0,1,0,1,1,1,0
train,1686,0,1,0,12,1,-1,0,3.716666666666667,14,6,6,23,2,1,0,1,0,1,1,1,0
train,1687,0,1,0,16,7,-1,0,4.883333333333334,10,0,5,20,3,1,0,1,0,1,1,1,0
train,1688,0,0,0,28,2,-1,0,24.183333333333334,17,3,1,4,4,1,0,0,1,1,1,1,0
train,1689,0,0,0,15,5,285,2,4.05,15,2,6,24,3,1,0,0,1,1,1,0,1
train,1690,0,0,0,9,1,183,1,1.5333333333333334,9,1,2,6,2,1,0,0,1,1,1,0,1
train,1691,0,0,0,20,3,-1,0,1.8666666666666667,11,0,6,25,4,1,0,1,0,1,1,1,0
train,1692,0,0,0,19,2,-1,0,1.35,17,4,8,33,3,1,0,1,0,1,1,1,0
train,1693,0,0,1,8,1,-1,0,3.5833333333333335,13,4,7,27,2,1,0,1,0,1,1,1,0
train,1694,0,0,0,12,2,184,3,2.3,17,4,2,6,2,1,0,1,0,1,1,0,1
train,1695,0,0,0,14,1,384,1,4.083333333333333,15,1,6,24,3,1,0,0,1,1,1,0,1
train,1696,0,0,0,22,2,178,4,2.3,17,4,7,29,4,1,0,1,0,1,1,0,1
train,1697,0,1,0,18,1,-1,0,13.916666666666666,13,4,11,46,3,1,0,0,1,1,1,1,0
train,1698,0,1,0,11,2,-1,0,7.2,15,2,5,19,2,1,0,1,0,1,1,1,0
train,1699,0,0,0,13,3,439,1,4.266666666666667,9,2,7,28,3,1,0,1,0,1,1,0,1
train,1700,0,0,0,25,2,88,1,5.733333333333333,10,2,5,21,4,1,0,1,0,1,1,0,1
train,1701,0,1,1,7,1,-1,0,0.48333333333333334,16,5,5,18,1,1,0,0,1,1,1,1,0
train,1702,0,0,0,22,1,-1,0,6.6,11,3,12,51,4,1,0,1,0,1,1,1,0
train,1703,0,1,0,7,5,-1,0,2.033333333333333,11,5,5,18,1,1,0,1,0,1,1,1,0
train,1704,0,1,1,29,2,224,18,8.383333333333333,12,4,1,4,4,1,0,1,0,1,1,0,1
train,1705,0,1,0,13,1,-1,0,3.6333333333333333,10,4,5,19,2,1,0,0,1,1,1,1,0
train,1706,0,0,0,1,1,-1,0,1.8833333333333333,17,2,6,22,1,1,0,1,0,1,1,1,0
train,1707,0,1,0,23,2,182,5,6.016666666666667,12,5,4,16,4,1,0,1,0,1,1,0,1
train,1708,0,0,0,28,1,-1,0,7.533333333333333,9,1,6,26,5,1,0,0,1,1,1,1,0
train,1709,0,0,0,4,5,-1,0,0.25,10,3,2,5,1,1,0,0,1,1,1,1,0
train,1710,0,0,0,17,1,-1,0,1.5333333333333334,12,4,6,24,3,1,0,0,1,1,1,1,0
train,1711,0,1,0,14,1,-1,0,7.4,15,5,5,19,2,1,0,1,0,1,1,1,0
train,1712,0,0,0,29,2,78,2,3.5833333333333335,15,5,10,43,5,1,0,1,0,1,1,0,1
train,1713,0,1,0,11,1,-1,0,1.2166666666666666,15,2,5,19,2,1,0,0,1,1,1,1,0
train,1714,0,0,0,7,3,102,5,8.2,9,2,9,36,2,1,0,1,0,1,1,0,1
train,1715,0,1,0,30,1,-1,0,3.9,13,6,10,43,5,1,1,0,0,1,1,1,0
train,1716,0,0,0,3,1,-1,0,3.9833333333333334,11,2,2,5,1,1,0,1,0,1,1,1,0
train,1717,0,1,0,2,4,-1,0,2.933333333333333,12,3,6,22,1,1,0,1,0,1,1,1,0
train,1718,0,1,0,30,5,-1,0,17.4,17,0,5,22,5,1,0,0,1,1,1,1,0
train,1719,0,1,0,7,1,-1,0,0.9833333333333333,14,5,5,18,1,1,0,0,1,1,1,1,0
train,1720,0,1,0,15,2,371,1,1.1333333333333333,14,6,5,19,2,1,0,0,1,1,1,0,1
train,1721,0,0,0,25,1,178,2,3.1166666666666667,10,4,3,12,4,1,0,1,0,1,1,0,1
train,1722,0,1,0,15,5,-1,0,1.15,16,6,5,19,2,1,0,1,0,1,1,1,0
train,1723,0,0,0,12,2,-1,0,1.8666666666666667,11,6,6,23,2,1,0,1,0,1,1,1,0
train,1724,0,1,0,30,1,-1,0,2.7,13,0,5,22,5,1,1,0,0,1,1,1,0
train,1725,0,1,0,4,5,265,13,0.75,10,3,2,5,1,1,0,1,0,1,1,0,1
train,1726,0,1,0,15,1,-1,0,7.05,16,6,5,19,2,1,0,1,0,1,1,1,0
train,1727,0,1,0,13,3,-1,0,10.333333333333334,12,4,5,19,2,1,0,0,1,1,1,1,0
train,1728,0,0,0,20,2,-1,0,13.466666666666667,15,0,6,25,4,1,1,0,0,1,1,1,0
train,1729,0,0,0,2,3,-1,0,1.5333333333333334,14,2,11,44,1,1,0,0,1,1,1,1,0
train,1730,0,0,0,3,1,-1,0,2.4833333333333334,16,3,11,44,1,1,0,1,0,1,1,1,0
train,1731,0,1,0,27,1,-1,0,3.8,14,4,5,21,4,1,0,1,0,1,1,1,0
train,1732,0,0,0,21,1,137,1,0.8,13,0,11,47,4,1,0,1,0,1,1,0,1
train,1733,0,0,1,7,1,-1,0,36.68333333333333,12,3,7,27,2,1,1,0,0,1,1,1,0
train,1734,0,0,0,12,3,-1,0,3.0166666666666666,10,4,2,6,2,1,0,1,0,1,1,1,0
train,1735,0,1,1,30,2,2,2,2.1666666666666665,15,5,1,4,4,1,0,0,1,1,1,0,1
train,1736,0,0,0,13,4,-1,0,1.8666666666666667,9,5,8,32,2,1,0,1,0,1,1,1,0
train,1737,0,1,0,30,2,-1,0,33.0,9,0,5,22,5,1,1,0,0,1,1,1,0
train,1738,0,0,1,10,7,-1,0,22.35,15,6,7,27,2,1,0,0,1,1,1,1,0
train,1739,0,1,0,17,2,-1,0,19.583333333333332,17,6,7,28,3,1,1,0,0,1,1,1,0
train,1740,0,0,0,8,1,-1,0,3.466666666666667,12,6,5,18,1,1,1,0,0,1,1,1,0
train,1741,0,1,1,19,1,97,2,2.5833333333333335,9,5,11,46,3,1,0,1,0,1,1,0,1
train,1742,0,0,0,20,5,-1,0,2.4166666666666665,10,6,11,46,3,1,0,1,0,1,1,1,0
train,1743,0,0,0,19,3,160,3,2.216666666666667,14,2,10,42,4,1,0,1,0,1,1,0,1
train,1744,0,0,0,15,3,92,6,19.6,15,5,10,41,3,1,0,1,0,1,1,0,1
train,1745,0,0,0,5,1,91,6,3.65,10,5,3,9,1,1,0,0,1,1,1,0,1
train,1746,0,1,0,18,1,-1,0,7.366666666666666,14,2,5,20,3,1,0,1,0,1,1,1,0
train,1747,0,1,0,30,3,-1,0,4.9,17,5,7,30,5,1,0,1,0,1,1,1,0
train,1748,0,0,0,28,23,-1,0,0.3333333333333333,10,6,8,34,4,1,0,1,0,1,1,1,0
train,1749,0,0,0,22,4,-1,0,5.233333333333333,10,0,8,34,4,1,0,1,0,1,1,1,0
train,1750,0,0,0,21,1,184,3,7.3,9,6,8,33,3,1,0,1,0,1,1,0,1
train,1751,0,0,0,9,10,-1,0,0.11666666666666667,16,1,2,6,2,1,0,0,1,1,1,1,0
train,1752,0,0,0,23,1,-1,0,23.45,9,3,6,25,4,1,0,0,1,1,1,1,0
train,1753,0,1,0,18,3,-1,0,2.4166666666666665,13,2,5,20,3,1,0,0,1,1,1,1,0
train,1754,0,1,0,18,5,-1,0,0.38333333333333336,17,2,5,20,3,1,0,1,0,1,1,1,0
train,1755,0,0,0,28,1,-1,0,12.816666666666666,14,3,1,4,4,1,0,0,1,1,1,1,0
train,1756,0,1,0,5,3,337,1,14.366666666666667,15,3,5,18,1,1,0,1,0,1,1,0,1
train,1757,0,1,0,16,2,-1,0,3.433333333333333,14,0,5,20,3,1,1,0,0,1,1,1,0
train,1758,0,1,0,30,1,-1,0,2.95,12,0,5,22,5,1,1,0,0,1,1,1,0
train,1759,0,1,0,16,2,-1,0,14.183333333333334,16,0,5,20,3,1,0,1,0,1,1,1,0
train,1760,0,1,0,3,4,-1,0,2.65,15,4,6,22,1,1,0,0,1,1,1,1,0
train,1761,0,1,0,30,1,-1,0,0.9333333333333333,9,0,5,22,5,1,0,1,0,1,1,1,0
train,1762,0,1,0,14,1,352,5,5.283333333333333,13,5,5,19,2,1,0,1,0,1,1,0,1
train,1763,0,0,0,14,1,182,3,8.183333333333334,15,4,10,41,3,1,0,1,0,1,1,0,1
train,1764,0,0,0,1,1,-1,0,18.116666666666667,9,2,6,22,1,1,0,0,1,1,1,1,0
train,1765,0,1,0,6,1,-1,0,12.566666666666666,15,4,5,18,1,1,0,0,1,1,1,1,0
train,1766,0,0,0,5,6,-1,0,4.333333333333333,16,4,2,5,1,1,0,1,0,1,1,1,0
train,1767,0,0,0,7,7,-1,0,3.316666666666667,9,3,7,27,2,1,0,1,0,1,1,1,0
train,1768,0,0,0,2,3,5,5,2.1166666666666667,16,1,2,5,1,1,1,0,0,1,1,0,1
train,1769,0,0,0,4,1,182,1,8.15,9,2,5,18,1,1,0,1,0,1,1,0,1
train,1770,0,0,0,22,1,130,1,4.783333333333333,9,0,2,8,4,1,1,0,0,1,1,0,1
train,1771,0,0,0,15,4,185,6,6.366666666666666,11,0,2,7,3,1,0,1,0,1,1,0,1
train,1772,0,1,1,17,1,149,2,11.783333333333333,17,6,4,15,3,1,0,1,0,1,1,0,1
train,1773,0,0,0,28,1,-1,0,0.8,15,3,1,4,4,1,1,0,0,1,1,1,0
train,1774,0,0,0,11,1,-1,0,5.383333333333334,12,4,3,10,2,1,0,1,0,1,1,1,0
train,1775,0,0,0,20,3,-1,0,1.85,11,0,6,25,4,1,0,1,0,1,1,1,0
train,1776,0,1,0,15,3,-1,0,1.6333333333333333,11,6,5,19,2,1,0,1,0,1,1,1,0
train,1777,0,1,0,15,1,345,1,7.533333333333333,10,6,5,19,2,1,0,1,0,1,1,0,1
train,1778,0,0,0,21,2,-1,0,7.7,17,0,11,47,4,1,0,1,0,1,1,1,0
train,1779,0,0,0,13,1,91,5,4.816666666666666,9,4,5,19,2,1,0,1,0,1,1,0,1
train,1780,0,1,0,9,1,-1,0,5.166666666666667,12,5,7,27,2,1,0,1,0,1,1,1,0
train,1781,0,1,1,6,1,-1,0,20.083333333333332,9,4,5,18,1,1,0,0,1,1,1,1,0
train,1782,0,0,0,14,1,-1,0,2.8666666666666667,9,0,11,46,3,1,0,1,0,1,1,1,0
train,1783,0,1,0,17,1,-1,0,4.95,11,6,4,15,3,1,0,0,1,1,1,1,0
train,1784,0,1,1,29,2,-1,0,1.9,13,4,7,30,5,1,0,1,0,1,1,1,0
train,1785,0,0,0,18,1,-1,0,5.183333333333334,12,2,5,20,3,1,0,0,1,1,1,1,0
train,1786,0,1,0,9,1,209,2,2.683333333333333,15,2,11,45,2,1,0,1,0,1,1,0,1
train,1787,0,1,0,5,2,-1,0,3.5833333333333335,15,3,5,18,1,1,0,0,1,1,1,1,0
train,1788,0,1,0,6,4,345,1,7.283333333333333,16,4,5,18,1,1,0,0,1,1,1,0,1
train,1789,0,0,0,5,1,-1,0,5.283333333333333,9,6,6,22,1,1,0,0,1,1,1,1,0
train,1790,0,0,0,14,1,196,2,6.2,14,3,1,2,2,1,1,0,0,1,1,0,1
train,1791,0,0,1,8,1,-1,0,17.116666666666667,10,4,7,27,2,1,0,1,0,1,1,1,0
train,1792,0,1,0,12,1,-1,0,4.616666666666666,13,3,5,19,2,1,0,1,0,1,1,1,0
train,1793,0,0,0,2,2,-1,0,7.15,15,1,2,5,1,1,0,1,0,1,1,1,0
train,1794,0,1,0,20,2,-1,0,1.9,11,2,4,16,4,1,0,0,1,1,1,1,0
train,1795,0,1,1,11,8,-1,0,0.16666666666666666,16,2,5,19,2,1,0,1,0,1,1,1,0
train,1796,0,0,0,9,2,92,3,2.716666666666667,15,3,6,23,2,1,0,0,1,1,1,0,1
train,1797,0,0,0,3,1,-1,0,27.25,11,2,2,5,1,1,0,1,0,1,1,1,0
train,1798,0,1,0,15,1,177,2,10.2,11,6,5,19,2,1,1,0,0,1,1,0,1
train,1799,0,0,0,9,1,-1,0,3.8833333333333333,14,5,4,14,2,1,1,0,0,1,1,1,0
train,1800,0,1,0,30,2,2,2,6.7,16,5,1,4,4,1,0,1,0,1,1,0,1
train,1801,0,1,1,7,1,-1,0,9.033333333333333,14,5,5,18,1,1,0,0,1,1,1,1,0
train,1802,0,1,0,3,2,-1,0,3.7333333333333334,12,4,6,22,1,1,0,1,0,1,1,1,0
train,1803,0,0,0,26,2,112,2,1.5666666666666667,10,3,5,21,4,1,0,1,0,1,1,0,1
train,1804,0,0,0,11,8,-1,0,1.8666666666666667,9,3,2,6,2,1,0,0,1,1,1,1,0
train,1805,0,0,1,5,1,-1,0,2.816666666666667,11,5,11,44,1,1,1,0,0,1,1,1,0
train,1806,0,0,0,13,1,-1,0,4.7,16,5,8,32,2,1,0,1,0,1,1,1,0
train,1807,0,0,1,20,3,-1,0,9.333333333333334,17,0,6,25,4,1,0,1,0,1,1,1,0
train,1808,0,1,0,12,1,354,5,1.0333333333333334,12,3,5,19,2,1,0,1,0,1,1,0,1
train,1809,0,0,0,16,1,-1,0,2.1166666666666667,10,5,4,15,3,1,1,0,0,1,1,1,0
train,1810,0,0,0,11,1,-1,0,3.5,13,6,9,36,2,1,0,1,0,1,1,1,0
train,1811,0,0,0,27,3,279,4,2.8833333333333333,10,4,5,21,4,1,0,1,0,1,1,0,1
train,1812,0,1,0,5,17,-1,0,0.35,17,6,6,22,1,1,0,0,1,1,1,1,0
train,1813,0,0,1,23,2,-1,0,3.533333333333333,9,5,7,29,4,1,1,0,0,1,1,1,0
train,1814,0,1,0,21,1,-1,0,0.9333333333333333,12,0,11,47,4,1,0,1,0,1,1,1,0
train,1815,0,0,0,15,2,195,1,8.433333333333334,17,1,3,11,3,1,1,0,0,1,1,0,1
train,1816,1,0,0,20,5,-1,0,0.36666666666666664,14,6,11,46,3,1,0,1,0,1,1,1,0
train,1817,0,1,1,12,2,173,1,3.5166666666666666,12,3,5,19,2,1,0,1,0,1,1,0,1
train,1818,0,1,0,20,1,-1,0,25.833333333333332,14,2,4,16,4,1,0,1,0,1,1,1,0
train,1819,0,1,1,17,1,-1,0,7.166666666666667,11,6,4,15,3,1,0,1,0,1,1,1,0
train,1820,0,1,0,20,1,90,3,4.55,17,5,8,33,3,1,0,1,0,1,1,0,1
train,1821,0,1,0,16,1,-1,0,8.583333333333334,13,0,5,20,3,1,0,0,1,1,1,1,0
train,1822,0,1,0,30,3,-1,0,13.533333333333333,12,0,5,22,5,1,0,0,1,1,1,1,0
train,1823,0,0,0,2,1,-1,0,0.8333333333333334,12,1,2,5,1,1,0,1,0,1,1,1,0
train,1824,0,0,0,28,4,-1,0,0.9,10,6,8,34,4,1,0,0,1,1,1,1,0
train,1825,0,0,1,7,1,-1,0,9.566666666666666,11,3,7,27,2,1,1,0,0,1,1,1,0
train,1826,0,0,0,27,1,-1,0,7.4,11,2,4,17,5,1,0,1,0,1,1,1,0
train,1827,0,1,0,8,1,-1,0,0.7166666666666667,12,6,5,18,1,1,0,0,1,1,1,1,0
train,1828,0,1,1,21,1,-1,0,2.7666666666666666,9,0,11,47,4,1,0,1,0,1,1,1,0
train,1829,0,0,0,5,1,-1,0,18.2,14,4,8,31,1,1,0,1,0,1,1,1,0
train,1830,0,1,0,20,2,189,1,6.016666666666667,9,6,11,46,3,1,0,1,0,1,1,0,1
train,1831,0,0,0,8,1,-1,0,3.683333333333333,11,3,9,36,2,1,0,0,1,1,1,1,0
train,1832,0,1,0,5,1,-1,0,2.183333333333333,17,3,5,18,1,1,0,1,0,1,1,1,0
train,1833,0,0,0,11,2,-1,0,1.2,14,3,8,32,2,1,0,1,0,1,1,1,0
train,1834,0,0,0,21,2,-1,0,1.1166666666666667,13,6,8,33,3,1,0,0,1,1,1,1,0
train,1835,0,1,0,15,1,-1,0,3.9833333333333334,15,6,5,19,2,1,1,0,0,1,1,1,0
train,1836,0,0,0,21,2,-1,0,16.083333333333332,13,0,11,47,4,1,0,1,0,1,1,1,0
train,1837,0,1,0,23,8,-1,0,22.483333333333334,11,0,5,21,4,1,0,1,0,1,1,1,0
train,1838,0,0,0,20,1,376,1,2.7666666666666666,14,2,4,16,4,1,0,0,1,1,1,0,1
train,1839,0,1,0,29,3,440,3,5.533333333333333,10,4,7,30,5,1,0,0,1,1,1,0,1
train,1840,0,1,0,5,2,285,1,2.7666666666666666,16,3,5,18,1,1,0,1,0,1,1,0,1
train,1841,0,1,0,19,1,-1,0,8.216666666666667,9,5,11,46,3,1,0,1,0,1,1,1,0
train,1842,0,0,0,6,1,-1,0,0.7833333333333333,12,5,8,31,1,1,0,0,1,1,1,1,0
train,1843,0,0,0,17,2,-1,0,5.25,10,4,6,24,3,1,0,1,0,1,1,1,0
train,1844,0,1,0,16,3,-1,0,9.3,12,0,5,20,3,1,0,1,0,1,1,1,0
train,1845,0,1,0,7,1,99,2,3.683333333333333,9,6,8,31,1,1,0,1,0,1,1,0,1
train,1846,0,1,0,28,1,-1,0,1.1666666666666667,16,3,1,4,4,1,0,0,1,1,1,1,0
train,1847,0,1,0,28,1,-1,0,3.3,16,5,5,21,4,1,0,1,0,1,1,1,0
train,1848,0,0,0,26,1,-1,0,3.8,16,3,5,21,4,1,0,0,1,1,1,1,0
train,1849,0,0,0,18,2,-1,0,4.316666666666666,11,5,6,24,3,1,0,1,0,1,1,1,0
train,1850,0,1,0,30,2,-1,0,3.566666666666667,16,0,5,22,5,1,0,1,0,1,1,1,0
train,1851,0,0,0,13,1,-1,0,8.233333333333333,16,6,11,45,2,1,0,1,0,1,1,1,0
train,1852,0,1,0,19,2,-1,0,7.416666666666667,10,3,5,20,3,1,0,0,1,1,1,1,0
train,1853,0,0,0,1,2,-1,0,1.5166666666666666,17,3,9,35,1,1,0,0,1,1,1,1,0
train,1854,0,1,0,6,6,-1,0,1.2,14,0,6,23,2,1,0,0,1,1,1,1,0
train,1855,0,1,0,18,1,-1,0,5.783333333333333,11,2,5,20,3,1,0,0,1,1,1,1,0
train,1856,0,1,0,16,1,318,1,4.583333333333333,11,5,4,15,3,1,0,0,1,1,1,0,1
train,1857,0,0,0,30,1,121,1,1.95,10,4,9,39,5,1,0,1,0,1,1,0,1
train,1858,0,0,0,6,1,-1,0,6.016666666666667,11,0,6,23,2,1,0,1,0,1,1,1,0
train,1859,0,0,0,12,4,-1,0,7.316666666666666,14,4,8,32,2,1,0,1,0,1,1,1,0
train,1860,0,0,0,18,2,118,2,3.283333333333333,14,3,8,33,3,1,0,1,0,1,1,0,1
train,1861,0,1,0,23,2,-1,0,5.55,14,0,5,21,4,1,0,1,0,1,1,1,0
train,1862,0,1,0,8,4,-1,0,5.433333333333334,17,6,5,18,1,1,0,1,0,1,1,1,0
train,1863,0,0,0,28,2,-1,0,16.133333333333333,13,3,1,4,4,1,0,0,1,1,1,1,0
train,1864,0,0,0,6,2,-1,0,6.033333333333333,9,4,5,18,1,1,0,0,1,1,1,1,0
train,1865,0,1,0,29,1,-1,0,3.5,16,4,4,17,5,1,0,1,0,1,1,1,0
train,1866,0,1,0,13,2,-1,0,0.8666666666666667,10,4,5,19,2,1,0,1,0,1,1,1,0
train,1867,0,1,0,3,1,-1,0,1.1333333333333333,16,4,6,22,1,1,0,0,1,1,1,1,0
train,1868,0,0,0,20,2,-1,0,1.85,13,5,8,33,3,1,0,0,1,1,1,1,0
train,1869,0,1,1,13,2,-1,0,7.95,13,5,8,32,2,1,0,1,0,1,1,1,0
train,1870,0,0,0,22,1,94,1,3.716666666666667,12,6,5,20,3,1,0,0,1,1,1,0,1
train,1871,0,0,0,10,2,95,2,5.733333333333333,12,3,11,45,2,1,0,1,0,1,1,0,1
train,1872,0,0,0,19,2,311,8,2.8833333333333333,16,1,7,29,4,1,0,1,0,1,1,0,1
train,1873,0,0,0,28,4,93,1,6.5,14,3,1,4,4,1,0,1,0,1,1,0,1
train,1874,0,0,0,12,2,183,1,6.983333333333333,12,4,2,6,2,1,0,1,0,1,1,0,1
train,1875,0,1,0,20,7,-1,0,2.683333333333333,17,6,11,46,3,1,0,1,0,1,1,1,0
train,1876,0,1,0,14,5,-1,0,7.733333333333333,11,6,8,32,2,1,0,1,0,1,1,1,0
train,1877,0,0,0,8,2,-1,0,6.9,9,4,7,27,2,1,0,0,1,1,1,1,0
train,1878,0,0,1,21,1,-1,0,1.4833333333333334,17,3,7,29,4,1,1,0,0,1,1,1,0
train,1879,0,1,1,18,5,-1,0,0.15,14,2,5,20,3,1,0,0,1,1,1,1,0
train,1880,0,0,0,8,1,371,1,4.166666666666667,16,4,7,27,2,1,0,1,0,1,1,0,1
train,1881,0,1,0,18,2,-1,0,4.066666666666666,11,4,11,46,3,1,1,0,0,1,1,1,0
train,1882,1,0,1,31,28,-1,0,0.7333333333333333,10,6,7,30,5,1,0,1,0,1,1,1,0
train,1883,1,0,1,18,9,-1,0,11.766666666666667,11,0,7,29,4,1,0,1,0,1,1,1,0
train,1884,0,1,0,7,1,-1,0,5.8,9,5,5,18,1,1,0,0,1,1,1,1,0
train,1885,0,0,0,11,4,-1,0,4.116666666666666,10,3,8,32,2,1,0,1,0,1,1,1,0
train,1886,0,1,0,18,2,-1,0,0.6833333333333333,14,4,11,46,3,1,0,1,0,1,1,1,0
train,1887,0,0,0,5,1,89,4,1.8333333333333333,9,3,5,18,1,1,0,0,1,1,1,0,1
train,1888,0,0,0,5,2,-1,0,20.45,17,4,8,31,1,1,0,1,0,1,1,1,0
train,1889,0,0,0,3,1,171,1,4.733333333333333,10,5,12,48,1,1,1,0,0,1,1,0,1
train,1890,0,0,0,8,1,-1,0,2.816666666666667,11,3,9,36,2,1,0,0,1,1,1,1,0
train,1891,0,0,0,3,2,-1,0,2.283333333333333,17,4,6,22,1,1,1,0,0,1,1,1,0
train,1892,0,0,0,7,1,-1,0,20.0,9,3,7,27,2,1,1,0,0,1,1,1,0
train,1893,0,0,0,7,1,385,1,6.783333333333333,10,3,7,27,2,1,0,1,0,1,1,0,1
train,1894,0,0,0,27,3,202,2,3.2666666666666666,10,2,1,4,4,1,0,0,1,1,1,0,1
train,1895,0,0,0,27,1,-1,0,2.8666666666666667,11,5,2,8,4,1,0,0,1,1,1,1,0
train,1896,0,1,1,21,4,182,1,0.7333333333333333,9,0,11,47,4,1,0,1,0,1,1,0,1
train,1897,0,1,0,8,1,-1,0,16.85,9,4,7,27,2,1,0,1,0,1,1,1,0
train,1898,0,1,0,21,6,-1,0,16.95,12,3,7,29,4,1,0,1,0,1,1,1,0
train,1899,0,0,0,17,3,-1,0,16.283333333333335,16,3,11,46,3,1,0,1,0,1,1,1,0
train,1900,0,1,0,17,1,-1,0,4.083333333333333,16,6,7,28,3,1,1,0,0,1,1,1,0
train,1901,0,1,0,20,1,-1,0,2.5166666666666666,16,2,4,16,4,1,0,1,0,1,1,1,0
train,1902,0,1,0,12,12,347,5,0.5666666666666667,14,3,5,19,2,1,1,0,0,1,1,0,1
train,1903,0,0,0,16,1,-1,0,1.1,15,3,6,24,3,1,0,0,1,1,1,1,0
train,1904,0,1,0,7,3,-1,0,8.183333333333334,16,3,7,27,2,1,0,1,0,1,1,1,0
train,1905,0,0,0,17,1,117,1,6.8,16,3,11,46,3,1,0,1,0,1,1,0,1
train,1906,0,0,0,28,3,-1,0,6.65,16,3,1,4,4,1,0,1,0,1,1,1,0
train,1907,0,1,0,20,2,-1,0,15.066666666666666,9,2,4,16,4,1,0,1,0,1,1,1,0
train,1908,0,0,0,18,3,-1,0,12.566666666666666,14,5,6,24,3,1,0,1,0,1,1,1,0
train,1909,0,1,1,31,2,-1,0,2.1333333333333333,16,6,7,30,5,1,0,0,1,1,1,1,0
train,1910,0,1,0,18,5,-1,0,0.11666666666666667,14,2,5,20,3,1,0,0,1,1,1,1,0
train,1911,0,1,0,29,3,-1,0,13.2,17,6,5,21,4,1,0,1,0,1,1,1,0
train,1912,0,1,0,4,2,-1,0,4.45,10,5,6,22,1,1,0,0,1,1,1,1,0
train,1913,0,1,0,8,2,690,3,6.15,14,5,10,40,2,1,1,0,0,1,1,0,1
train,1914,0,0,0,8,2,160,5,12.633333333333333,15,4,4,14,2,1,0,1,0,1,1,0,1
train,1915,0,0,0,24,1,187,4,2.283333333333333,16,2,2,8,4,1,0,1,0,1,1,0,1
train,1916,0,1,1,6,3,254,2,2.0166666666666666,13,5,2,5,1,1,0,1,0,1,1,0,1
train,1917,0,0,0,1,1,-1,0,5.65,10,2,6,22,1,1,0,1,0,1,1,1,0
train,1918,0,0,0,19,3,-1,0,20.683333333333334,10,4,8,33,3,1,0,0,1,1,1,1,0
train,1919,0,1,0,7,1,337,2,1.8833333333333333,16,5,5,18,1,1,0,1,0,1,1,0,1
train,1920,0,1,1,24,1,273,3,1.9333333333333333,12,2,2,8,4,1,0,1,0,1,1,0,1
train,1921,0,1,0,8,4,-1,0,7.033333333333333,9,6,5,18,1,1,1,0,0,1,1,1,0
train,1922,0,1,0,15,8,-1,0,1.25,14,6,5,19,2,1,0,1,0,1,1,1,0
train,1923,0,0,0,19,1,-1,0,0.6666666666666666,13,5,11,46,3,1,0,1,0,1,1,1,0
train,1924,0,0,0,5,1,97,2,2.5,17,4,8,31,1,1,0,0,1,1,1,0,1
train,1925,0,0,0,16,3,-1,0,3.1166666666666667,13,3,6,24,3,1,0,0,1,1,1,1,0
train,1926,0,1,0,19,2,182,1,7.066666666666666,17,5,11,46,3,1,0,0,1,1,1,0,1
train,1927,0,0,0,9,3,-1,0,4.316666666666666,13,5,7,27,2,1,0,0,1,1,1,1,0
train,1928,0,0,0,2,2,230,2,1.9333333333333333,10,1,2,5,1,1,0,1,0,1,1,0,1
train,1929,0,0,0,14,3,-1,0,1.2833333333333334,13,3,7,28,3,1,0,1,0,1,1,1,0
